Status,Progress,Duration (in seconds),Finished,ResponseId,DistributionChannel,UserLanguage,Q45,Q1,Q16,Q16_19_TEXT,Q2,Q2_16_TEXT,Q3,Q3_13_TEXT,Q6,Q7,Q7_6_TEXT,Q8,Q9,Q9_2_TEXT,Q10,Q11,Q11_6_TEXT,Q12,Q12_1_TEXT,Q12_3_TEXT,Q13,Q13_5_TEXT,Q14,Q15,Q17,Q17_9_TEXT,Q18,Q18_8_TEXT,Q19,Q20,Q20_7_TEXT,Q21,Q21_12_TEXT,Q22,Q23,Q23_10_TEXT,Q48,Q43,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_8_TEXT,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_8_TEXT,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_8_TEXT,Q32,Q33,Q34,Q35,Q42,Q36,Q37,Q38,Q39,Q40,Q41
IP Address,100,987,TRUE,R_2D2cujX8t6YU4cP,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"archaeology,paleoanthropology",NA,full professor (tenured),NA,no,NA,NA,no,NA,NA,No,NA,NA,NA,NA,NA,e. Other (write in),Did not need to,yes,OSF,required to by journals in which I publish my research,NA,other (write in),None for the time being,no,NA,NA,NA,NA,yes,I planned to give first priority of reuse to my students (or future students),NA,NA,NA,not sure / depends,LIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,NA,LIKELY to benefit,UNLIKELY to benefit,NA,NA,experiences the strongest benefit,experiences strong benefit,NA,NA,NA,experiences little benefit,NA,NA,NA,strong obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Neither agree nor disagree,strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree
IP Address,100,895,TRUE,R_6idjOGfikmZFsdj,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,other (write in)",NYCEP,"paleoanthropology,paleontology,physical (biological) anthropology,phylogenetics",NA,full professor (tenured),NA,no,NA,NA,yes,yes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection),I was able to design and execute all or part of a thesis with shared data",NA,"author sent me data directly,other (write in)",NA,published measurements,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,other (write in),I am generally able to provide all data used in a study in the online supplementary information section of the relevant journal articles,NA,NA,NA,NA,"I think that data archiving/sharing should be strongly encouraged, but not required.  There are certain cases where authors may still be working with data that required significant resources to obtain, and they should have the right to complete planned studies with that data before being required to publish all of it.  This is particularly true of PhD theses.  I am in favor of sharing data as much as possible, but there are also reasonable exceptions to when this should not be required.",not sure / depends,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,NA,NA,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,little obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
IP Address,100,362,TRUE,R_1pFppcs25pc5jVP,anonymous,EN,NA,Agree,"American Association of Physical Anthropologists,Paleoanthropology Society",NA,"evolutionary biology,paleoanthropology,paleontology,physical (biological) anthropology,phylogenetics,skeletal biology",NA,full professor (tenured),NA,no,NA,NA,I don't know,NA,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,author sent me data directly,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,I have not yet completed a research project or scientific manuscript to the point of having to plan for data archiving or sharing yet,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,little obligation,strong obligation,strongeset obligation,strongeset obligation,little obligation,strongeset obligation,little obligation,NA,NA,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree
IP Address,100,797,TRUE,R_1d01b1RE1XkaUMN,anonymous,EN,proceed,Agree,other (write in),colleague,"archaeology,paleoanthropology,paleontology,other (write in)",geochronology,other (write in),research scientist,yes,gender identity,NA,yes,yes,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",NA,NA,NA,NA,yes,NA,"required to by journals in which I publish my research,satisfy my own personal/professional standards,I wanted to benefit others by sharing my data",NA,"I was invited to collaborate on a paper using data I shared,My paper was cited specifically for the shared data it included,The data were used for outreach and education and I was able to report that as impact of my data,An independent researcher was able to confirm and build upon results of my study because I shared the data.",NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,NA,NA,strongeset obligation,strong obligation,little obligation,little obligation,strong obligation,little obligation,little obligation,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
IP Address,100,348,TRUE,R_3kC9Cs9V6c3Iun6,anonymous,EN,proceed,Agree,other (write in),NYCEP,paleoanthropology,NA,associate professor (tenured),NA,no,NA,NA,yes,yes,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me",NA,online repository (please write in names of repositories you have downloaded data from),NA,NA,NA,NA,yes,Biorxiv,"required to by journals in which I publish my research,I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,"My paper was cited specifically for the shared data it included,An independent researcher was able to confirm and build upon results of my study because I shared the data.",NA,no,NA,NA,NA,NA,yes,other (write in),Publishing new fossil material,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,NA,NA,little obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
IP Address,100,556,TRUE,R_AodszPZLSGjJ6jT,anonymous,EN,proceed,Agree,other (write in),NYCEP,"evolutionary biology,functional anatomy/biomechanics,paleoanthropology,paleontology,physical (biological) anthropology",NA,assistant professor,NA,no,NA,NA,I don't know,NA,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",Morphosource,NA,NA,NA,yes,"Morphosource, Dyad","I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,"My paper was cited specifically for the shared data it included,I was able to provide evidence of my past data sharing in a new grant proposal",NA,yes,other (write in),I shared data with Doug Boyer at Duke with the idea of collaboration and he used it without consulting me. I ended up as a middle of the pack author on a paper I had conceived of. He was a prof. and I was a grad student and then postdoc at the time.,NA,NA,yes,I could have been scooped on other current or planned future research if I did,NA,NA,NA,not sure / depends,UNLIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,It is context dependent. Publish everything you are going to do before sharing.,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,little obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
IP Address,100,597,TRUE,R_3ff898Q3cOjfwqw,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,Morphmet (listserv)",NA,"paleoanthropology,physical (biological) anthropology,phylogenetics",NA,postdoctoral fellow,NA,no,NA,NA,yes,sometimes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",morphosource,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,"I have not yet completed a research project or scientific manuscript to the point of having to plan for data archiving or sharing yet,Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum administrator, descendant population)",NA,NA,NA,NA,"Mike Plavcan sharing his spreadsheet of dissertation measurements was the basis of an entire paper currently have in review at Evolution. Peter Ungar gave me access to his dental impressions when the AMNH ape collections were closed for renovations during my dissertation. Eric Delson's repository of dental measurements has been very useful for an ongoing project, along with the SNRP baboon crania deposited by Tim Ryan on morphosource.","I take back my previous answer that I haven't deposited data (but I can't go back on the survey)... I have put a morphological character matrix on morphobank.org. Challenges are always around access to fossil hominin data, even after they have been published.",not sure / depends,UNLIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences little benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences the strongest benefit,NA,NA,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strong obligation,strong obligation,strong obligation,NA,NA,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree
IP Address,100,718,TRUE,R_3iJWO5JqKJHhYy3,anonymous,EN,NA,Agree,Human Biology Association,NA,"human biology,paleoanthropology",NA,other (write in),Retired research scientist who worked in industry,no,NA,NA,yes,yes,NA,Yes,"I was able to design and execute a study that would not have been possible otherwise,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,online repository (please write in names of repositories you have downloaded data from),Most human biology and health data collected by the government are available to other scientists,NA,NA,NA,yes,"NHANES and multiple government surveys, dental casts given to a university with list published in AJPA","required to by journals in which I publish my research,expected/encouraged by  my employer (e.g., for promotion/tenure),I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I wanted to benefit others by sharing my data",NA,"My paper was cited specifically for the shared data it included,The data were used for outreach and education and I was able to report that as impact of my data,Evidence of my data sharing was remarked upon positively in my performance reviews/promotion assessments,An independent researcher was able to confirm and build upon results of my study because I shared the data.",NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences little benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,little obligation,strong obligation,strongeset obligation,strong obligation,strong obligation,strong obligation,strong obligation,NA,NA,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree
IP Address,100,553,TRUE,R_22FciiclBIvQqaS,anonymous,EN,proceed,Agree,other (write in),NYCEP,"paleoanthropology,paleontology,phylogenetics",NA,postdoctoral fellow,NA,no,NA,NA,I don't know,NA,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly,other (write in)",MorphoSource,published with manuscript,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,other (write in),"I would prefer to publish data with the manuscript when possible (i.e., non-3D data)",NA,NA,NA,Shared data (incl. scans) reduced the time spent on data collection for my dissertation and other projects.,NA,not sure / depends,UNLIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,little obligation,strong obligation,strong obligation,strong obligation,strong obligation,strong obligation,little obligation,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,strongly disagree
IP Address,64,256,FALSE,R_2TADvTawu2S5wvV,anonymous,EN,NA,Agree,Morphmet (listserv),NA,"evolutionary biology,paleoanthropology,skeletal biology",NA,other (write in),Moved into policy making but still do research on the side,no,NA,NA,no,NA,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise",NA,author sent me data directly,NA,NA,NA,NA,yes,NA,"required to by a foundation supporting my research (e.g., NSF),expected/encouraged by  my employer (e.g., for promotion/tenure),I have benefited from others sharing data and wanted to pay it forward",NA,"I was invited to collaborate on a paper using data I shared,I was able to report more publications using my data to the grant sponsor who funded the data collection than if I hadnt shared my data,An independent researcher was able to confirm and build upon results of my study because I shared the data.",NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,100,389,TRUE,R_Aj8yCT2sdNrBPkB,anonymous,EN,NA,Agree,ESHE--European Society for the study of Human Evolution,NA,"paleoanthropology,other (write in)",Biomechanics,emeritus professor,NA,yes,gender identity,NA,yes,yes,NA,No,NA,NA,NA,NA,NA,e. Other (write in),I collect my own data,yes,Cant remember,"required to by a foundation supporting my research (e.g., NSF),required to by journals in which I publish my research,satisfy my own personal/professional standards",NA,other (write in),None whatsover,no,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,UNLIKELY to benefit,NA,NA,NA,NA,NA,NA,experiences strong benefit,experiences strong benefit,experiences little benefit,experiences little benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,NA,NA,strongeset obligation,strong obligation,strong obligation,strong obligation,strong obligation,strong obligation,strong obligation,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
IP Address,100,394,TRUE,R_ys7tFXVgklW95aV,anonymous,EN,proceed,Agree,ESHE--European Society for the study of Human Evolution,NA,paleoanthropology,NA,graduate student,NA,no,NA,NA,yes,sometimes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,author sent me data directly,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,"I am not aware of any repositories capable of storing my data in a useful way.,Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum administrator, descendant population)",NA,NA,NA,NA,NA,NA,not sure / depends,UNLIKELY to benefit,UNLIKELY to benefit,LIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences little benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,strongeset obligation,strong obligation,little obligation,little obligation,strong obligation,little obligation,strong obligation,NA,NA,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
IP Address,100,492,TRUE,R_1PYvK6FxQ3gwXGo,anonymous,EN,proceed,Agree,ESHE--European Society for the study of Human Evolution,NA,"evolutionary biology,paleoanthropology,physical (biological) anthropology",NA,postdoctoral fellow,NA,no,NA,NA,yes,yes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise",NA,online repository (please write in names of repositories you have downloaded data from),NA,NA,NA,NA,yes,Zenodo Github Dryad,"required to by journals in which I publish my research,I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,I was able to provide evidence of my past data sharing in a new grant proposal,NA,no,NA,NA,NA,NA,yes,"Not relevant to verifying the study’s conclusion.,Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum, descendant population)",NA,NA,NA,not sure / depends,LIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,LIKELY to benefit,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences little benefit,experiences little benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,strong obligation,strong obligation,strongeset obligation,strongeset obligation,little obligation,strongeset obligation,little obligation,NA,NA,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree
IP Address,100,651,TRUE,R_2qyHB0wPt2fS7MC,anonymous,EN,proceed,Agree,ESHE--European Society for the study of Human Evolution,NA,paleoanthropology,NA,full professor (tenured),NA,no,NA,NA,I don't know,NA,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,author sent me data directly,NA,NA,NA,NA,yes,"nespos, kupri, morphosource, 3Dtheque","satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,"I was invited to collaborate on a paper using data I shared,My paper was cited specifically for the shared data it included",NA,yes,"People mis-used and/or mis-represented my data,People used the data without acknowledging/citing me or other sources",NA,NA,NA,no,NA,NA,"sharing my data has led others to do the same with me, my research is getting better and better thanks ti this",official statements and rules,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences little benefit,experiences little benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,NA,NA,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,strongly disagree,strongly disagree,Strongly agree,Somewhat agree,Strongly agree
IP Address,100,555,TRUE,R_3iJAm8gSoZa5AH2,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"evolutionary biology,evolutionary development,genetics/genomics,paleoanthropology,paleontology,physical (biological) anthropology,phylogenetics,skeletal biology",NA,associate professor (non-tenured),NA,no,NA,NA,yes,yes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",NA,NA,NA,NA,yes,NA,"satisfy my own personal/professional standards,I wanted to benefit others by sharing my data",NA,"My paper was cited specifically for the shared data it included,An independent researcher was able to confirm and build upon results of my study because I shared the data.",NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,not sure / depends,UNLIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,NA,NA,little obligation,strong obligation,strongeset obligation,little obligation,little obligation,little obligation,little obligation,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
IP Address,100,430,TRUE,R_27x0kASQzayCABf,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,ESHE--European Society for the study of Human Evolution,Paleoanthropology Society",NA,paleoanthropology,NA,full professor (tenured),NA,no,NA,NA,yes,yes,NA,No,NA,NA,NA,NA,NA,"There is not a culture of sharing data in my field (it is not required or expected).,Stakeholders other than the researchers who collected the original data act to prevent data sharing in my field (e.g., museum administrators, descendent populations),The data collection and reporting methods are complex and poorly standardized meaning it is difficult to re-use data between studies",NA,yes,Morphosource,"I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I wanted to benefit others by sharing my data",NA,"I was invited to collaborate on a paper using data I shared,My paper was cited specifically for the shared data it included,The data were used for outreach and education and I was able to report that as impact of my data,An independent researcher was able to confirm and build upon results of my study because I shared the data.",NA,yes,My student’s research was scooped,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences little benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,strong obligation,strongeset obligation,strongeset obligation,strongeset obligation,little obligation,strongeset obligation,little obligation,NA,NA,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree
